"id","fqdn/ip","port","severity","finding","cve","cwe"
"LOGJAM-common_primes","developers.cardano.org/75.2.60.5","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","developers.cardano.org/75.2.60.5","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","developers.cardano.org/75.2.60.5","443","OK","not vulnerable","CVE-2013-0169","CWE-310"
"winshock","developers.cardano.org/75.2.60.5","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","developers.cardano.org/75.2.60.5","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_70","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_X","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_11_12","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_13_14","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_15","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_101_win10","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chromium_137_win11","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_100_win10","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_137_win11","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_8_win7","developers.cardano.org/75.2.60.5","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_win81","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_winphone81","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_win10","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_101_win10_21h2","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-edge_133_win11_23h2","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_184_ios_184","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_154_osx_1231","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_184_osx_154","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_7u25","developers.cardano.org/75.2.60.5","443","INFO","No connection","",""
"clientsimulation-java_80442","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_1102","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_1703","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
